Feature,P-value_linear,Pente_linear,R2_linear,F-statistic_linear,Confidence_interval_linear,P-value_quadratic,Pente_quadratic,R2_quadratic,F-statistic_quadratic,Confidence_interval_quadratic,P-value_cubic,Pente_cubic,R2_cubic,F-statistic_cubic,Type
M565T1372,0.02984,0.00001,0.89113,9.25268,"[8.88673597053393e-07, 1.5939009845828174e-05]",0.19303,0.00000,0.89840,9.21097,"[-9.493901215783922e-10, 4.4683899029215325e-09]",0.90321,-0.00000,0.89846,8.49478,Produit
M567T2886,0.24340,0.00037,0.96481,30.99517,"[-0.00026617995860673713, 0.001003430019351154]",0.00047,-0.00000,0.97862,47.68028,"[-5.441362632351032e-07, -1.753600743970994e-07]",0.43520,0.00000,0.97917,45.12049,Non classé
M568T2886,0.32640,0.00009,0.95844,26.07081,"[-9.540839246923103e-05, 0.0002762827102693239]",0.00012,-0.00000,0.97721,44.66763,"[-1.6427171151283598e-07, -6.17056975721305e-08]",0.32725,0.00000,0.97812,42.92122,Non classé
M569T2886,0.47203,0.00001,0.96585,31.97568,"[-2.438757940139878e-05, 5.123849281874431e-05]",0.00110,-0.00000,0.97788,46.04358,"[-3.164029046274093e-08, -8.956665706954997e-09]",0.23451,0.00000,0.97917,45.12259,Non classé
M570T2886,0.32277,0.00000,0.90843,11.21489,"[-4.05847710289439e-06, 1.186829887526709e-05]",0.04417,-0.00000,0.92238,12.37796,"[-5.543597924618598e-09, -7.925215023047565e-11]",0.01736,0.00000,0.93898,14.77262,Recyclé
M571T2482,0.75265,-0.00000,0.85037,6.42431,"[-1.3305906598015998e-05, 9.735690016511462e-06]",0.80475,-0.00000,0.85074,5.93722,"[-4.8078844839875414e-09, 3.767599938368366e-09]",0.10920,-0.00000,0.86617,6.21339,Non classé
M571T3019,0.95212,0.00000,0.83712,5.80987,"[-7.519679453105643e-06, 7.976748517724687e-06]",0.45893,-0.00000,0.84073,5.49840,"[-3.897994531376393e-09, 1.812304580518053e-09]",0.78241,0.00000,0.84124,5.08692,Non classé
M571T2707,0.37677,0.00001,0.88973,9.12083,"[-9.115829832625702e-06, 2.3295076672794327e-05]",0.67691,-0.00000,0.89051,8.47178,"[-7.24926633320525e-09, 4.7855712825067774e-09]",0.23198,-0.00000,0.89696,8.35696,Non classé
M572T2482,0.10031,0.00001,0.78270,4.07169,"[-1.6432068427076272e-06, 1.7572548586920486e-05]",0.67849,-0.00000,0.78422,3.78569,"[-4.2942956595699e-09, 2.841171949618679e-09]",0.02363,-0.00000,0.82645,4.57153,Non classé
M572T3018,0.97374,0.00000,0.87352,7.80750,"[-5.3436380890818085e-06, 5.51930342578285e-06]",0.68269,0.00000,0.87438,7.25077,"[-1.61201212752736e-09, 2.422158420755903e-09]",0.26269,-0.00000,0.88091,7.10122,Non classé
M572T2707,0.76294,0.00000,0.85043,6.42771,"[-5.783564556584813e-06, 7.797421512664132e-06]",0.95972,0.00000,0.85045,5.92370,"[-2.4675940183696364e-09, 2.592939383237395e-09]",0.33009,-0.00000,0.85636,5.72360,Non classé
M573T916,0.61565,0.00002,0.85854,6.86087,"[-5.616434769098147e-05, 9.304937098288295e-05]",0.02814,-0.00000,0.88379,7.92198,"[-5.3712922282780144e-08, -3.3159219405980688e-09]",0.03566,0.00000,0.90368,9.00648,Recyclé
M573T523,0.63532,-0.00001,0.83209,5.60192,"[-3.177380905696253e-05, 1.9745799899040727e-05]",0.31405,-0.00000,0.83889,5.42399,"[-1.4093331772415643e-08, 4.711924398354346e-09]",0.09515,0.00000,0.85689,5.74814,Non classé
M574T916,0.53970,0.00001,0.84575,6.19807,"[-1.5500871397945504e-05, 2.8935835259209203e-05]",0.03949,-0.00000,0.87025,6.98648,"[-1.5604113254792644e-08, -4.1714042239955777e-10]",0.04976,0.00000,0.88984,7.75486,Recyclé
M574T522,0.87891,-0.00000,0.75791,3.53912,"[-1.0212499473178723e-05, 8.790112718468511e-06]",0.71806,-0.00000,0.75920,3.28416,"[-4.157235489760381e-09, 2.905057781447097e-09]",0.42979,0.00000,0.76550,3.13382,Non classé
M575T564,0.06385,-0.00001,0.58942,1.62286,"[-2.3525149054917093e-05, 7.062748122959982e-07]",0.22109,0.00000,0.61376,1.65526,"[-1.7106439287721965e-09, 7.047259820461895e-09]",0.39444,0.00000,0.62549,1.60336,Non classé
